id_ci,id_delito,dto,moda_dto,forma_acc,fha_de_hchos,hra_de_hchos,emto_com_dto,grdo_cons,clasf_de_dto,nom_ent_hchos,id_ent_hchos,nom_mun_hchos,id_mun_hchos,nom_loc_hchos,id_loc_hchos,nom_col_hchos,id_col_hchos,cp,coord_x,coord_y,dom_hchos
002206/2025,880002206/2025," Lesiones",Doloso,1,2025-06-02,,3,1,1.02.01,Yucatán,31,Mérida,50,Mérida,0,,0,0,,,
002047/2025,90002047/2025,Amenazas,Doloso,1,2025-06-02,09:07:23,7,1,7.02,Yucatán,31,Mérida,50,Mérida,0,,0,0,,,
